,GALAXY_AGN,GALAXY_AGN_BROADLINE,GALAXY_BROADLINE,GALAXY_NORMAL,GALAXY_STARBURST,GALAXY_STARFORMING,QSO_AGN,QSO_AGN_BROADLINE,QSO_BROADLINE,QSO_NORMAL,QSO_STARBURST,QSO_STARBURST_BROADLINE,QSO_STARFORMING,STAR_A0,STAR_A1,STAR_A2,STAR_A4,STAR_A5,STAR_A6,STAR_A8,STAR_A9,STAR_A_METALLIC,STAR_B0,STAR_B1,STAR_B2_B2_5,STAR_B3,STAR_B5,STAR_B8,STAR_B9_B9_5,STAR_BROWN_DWARF_L,STAR_CV,STAR_F0,STAR_F2,STAR_F3,STAR_F5,STAR_F6,STAR_F8,STAR_F9,STAR_G0_G0_5,STAR_G1,STAR_G3,STAR_G4,STAR_G5,STAR_G8,STAR_G9,STAR_K0,STAR_K1,STAR_K2,STAR_K3,STAR_K4,STAR_K5,STAR_M0,STAR_M1,STAR_M2,STAR_M3,STAR_M4_M4_5,STAR_M5,STAR_M6,STAR_M8,STAR_O8,STAR_SUBDWARF_F,STAR_WHITE_DWARF
GALAXY_AGN,0.6166666666666667,0.044444444444444446,0.005555555555555556,0.1111111111111111,0.005555555555555556,0.1,0.027777777777777776,0.0,0.0,0.016666666666666666,0.022222222222222223,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALAXY_AGN_BROADLINE,0.07894736842105263,0.75,0.039473684210526314,0.013157894736842105,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.039473684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALAXY_BROADLINE,0.014760147601476014,0.04059040590405904,0.6125461254612546,0.14022140221402213,0.0,0.0036900369003690036,0.0,0.0,0.01107011070110701,0.01107011070110701,0.0,0.0036900369003690036,0.0,0.007380073800738007,0.0,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.02952029520295203,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.0,0.0,0.0036900369003690036,0.0,0.01845018450184502,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.0036900369003690036,0.0,0.0,0.0,0.0,0.02952029520295203,0.03690036900369004,0.0,0.0
GALAXY_NORMAL,0.012266666666666667,0.0008,0.06666666666666667,0.6741333333333334,0.017333333333333333,0.05733333333333333,0.0016,0.0,0.005333333333333333,0.034666666666666665,0.0005333333333333334,0.0016,0.0,0.0016,0.0005333333333333334,0.0008,0.0021333333333333334,0.0,0.0,0.0002666666666666667,0.0016,0.0021333333333333334,0.0010666666666666667,0.0018666666666666666,0.0002666666666666667,0.0005333333333333334,0.0002666666666666667,0.0008,0.0005333333333333334,0.0018666666666666666,0.0168,0.0021333333333333334,0.004,0.0002666666666666667,0.0005333333333333334,0.0013333333333333333,0.0013333333333333333,0.0005333333333333334,0.0029333333333333334,0.0002666666666666667,0.0018666666666666666,0.0010666666666666667,0.016,0.0018666666666666666,0.0016,0.0021333333333333334,0.0008,0.0,0.0018666666666666666,0.0192,0.005066666666666666,0.0,0.0034666666666666665,0.0024,0.0002666666666666667,0.0008,0.0008,0.0021333333333333334,0.005866666666666667,0.010666666666666666,0.0005333333333333334,0.0029333333333333334
GALAXY_STARBURST,0.002012072434607646,0.0,0.0,0.02414486921529175,0.8309859154929577,0.11670020120724346,0.002012072434607646,0.0,0.0,0.002012072434607646,0.018108651911468814,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALAXY_STARFORMING,0.04129793510324484,0.0014749262536873156,0.0014749262536873156,0.13421828908554573,0.07964601769911504,0.6814159292035398,0.007374631268436578,0.0014749262536873156,0.0029498525073746312,0.011799410029498525,0.007374631268436578,0.007374631268436578,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.0,0.0,0.0,0.0014749262536873156,0.0,0.0014749262536873156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.0,0.0014749262536873156,0.0014749262536873156,0.0,0.0014749262536873156,0.0014749262536873156,0.0,0.0,0.0,0.0029498525073746312,0.0,0.0,0.0014749262536873156,0.0,0.0
QSO_AGN,0.008695652173913044,0.0,0.0,0.0,0.017391304347826087,0.008695652173913044,0.6521739130434783,0.008695652173913044,0.0,0.0782608695652174,0.08695652173913043,0.13043478260869565,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSO_AGN_BROADLINE,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.017045454545454544,0.7556818181818182,0.028409090909090908,0.0,0.005681818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSO_BROADLINE,0.00044306601683650863,0.00044306601683650863,0.00044306601683650863,0.002658396101019052,0.0,0.0008861320336730173,0.0,0.002658396101019052,0.8409392999556934,0.10456357997341603,0.0,0.0460788657509969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044306601683650863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044306601683650863,0.0,0.0
QSO_NORMAL,0.0005333333333333334,0.0,0.0002666666666666667,0.027466666666666667,0.0008,0.0021333333333333334,0.0048,0.0010666666666666667,0.054933333333333334,0.8829333333333333,0.0048,0.006933333333333333,0.0010666666666666667,0.0,0.0,0.0,0.0002666666666666667,0.0,0.0,0.0,0.0002666666666666667,0.0,0.0,0.0,0.0010666666666666667,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0002666666666666667,0.0002666666666666667,0.0005333333333333334,0.0002666666666666667,0.0,0.0002666666666666667,0.0002666666666666667,0.0,0.0008,0.0,0.0,0.0,0.0,0.0005333333333333334,0.0002666666666666667,0.0,0.0002666666666666667,0.0,0.0002666666666666667,0.0,0.0010666666666666667,0.0,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0002666666666666667,0.0032
QSO_STARBURST,0.0,0.0,0.0,0.016666666666666666,0.08333333333333333,0.008333333333333333,0.05,0.0,0.0,0.125,0.4083333333333333,0.275,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSO_STARBURST_BROADLINE,0.0029542097488921715,0.0022156573116691287,0.0,0.0022156573116691287,0.0,0.0022156573116691287,0.004431314623338257,0.019202363367799114,0.0206794682422452,0.0103397341211226,0.011816838995568686,0.9165435745937962,0.007385524372230428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSO_STARFORMING,0.0,0.0,0.0,0.02040816326530612,0.04081632653061224,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.10204081632653061,0.24489795918367346,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAR_A0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0,0.0,0.0,0.8827404479578392,0.002635046113306983,0.015810276679841896,0.021080368906455864,0.0,0.0,0.0,0.0,0.0,0.0,0.017127799736495388,0.003952569169960474,0.007905138339920948,0.005270092226613966,0.015810276679841896,0.002635046113306983,0.002635046113306983,0.013175230566534914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0,0.003952569169960474,0.0,0.0
STAR_A1,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006734006734006734,0.7710437710437711,0.013468013468013467,0.07744107744107744,0.016835016835016835,0.006734006734006734,0.016835016835016835,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.020202020202020204,0.006734006734006734,0.03367003367003367,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013468013468013467,0.0
STAR_A2,0.0,0.0,0.0,0.004470938897168405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026825633383010434,0.014903129657228018,0.7749627421758569,0.0029806259314456036,0.005961251862891207,0.0,0.0,0.013412816691505217,0.0014903129657228018,0.0,0.0014903129657228018,0.0,0.0,0.013412816691505217,0.0014903129657228018,0.0,0.0,0.01788375558867362,0.08047690014903129,0.014903129657228018,0.005961251862891207,0.0014903129657228018,0.0,0.0,0.0,0.0014903129657228018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014903129657228018,0.0014903129657228018,0.007451564828614009,0.004470938897168405,0.0014903129657228018
STAR_A4,0.0,0.0,0.0006359300476947536,0.0012718600953895071,0.0,0.0,0.0,0.0,0.0003179650238473768,0.0003179650238473768,0.0,0.0,0.0,0.01971383147853736,0.025119236883942766,0.00890302066772655,0.8594594594594595,0.0,0.002861685214626391,0.017170111287758347,0.0009538950715421304,0.0022257551669316376,0.0,0.0009538950715421304,0.0012718600953895071,0.001589825119236884,0.0012718600953895071,0.0009538950715421304,0.005087440381558029,0.0003179650238473768,0.014944356120826709,0.012400635930047695,0.003179650238473768,0.0,0.0006359300476947536,0.0003179650238473768,0.0,0.0003179650238473768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003179650238473768,0.0,0.0,0.0,0.0,0.0,0.0,0.0006359300476947536,0.0,0.0,0.0006359300476947536,0.0006359300476947536,0.0003179650238473768,0.002861685214626391,0.007313195548489666,0.005087440381558029
STAR_A5,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.35185185185185186,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.3333333333333333,0.018518518518518517,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
STAR_A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.046875,0.0,0.734375,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625
STAR_A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018315018315018316,0.0,0.029304029304029304,0.01098901098901099,0.03296703296703297,0.8205128205128205,0.0,0.007326007326007326,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.003663003663003663,0.0,0.003663003663003663,0.040293040293040296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.003663003663003663,0.0
STAR_A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002369668246445498,0.0,0.0,0.0,0.0,0.0,0.02132701421800948,0.0,0.002369668246445498,0.0,0.0,0.7938388625592417,0.0,0.002369668246445498,0.002369668246445498,0.0071090047393364926,0.014218009478672985,0.004739336492890996,0.0,0.0,0.0,0.023696682464454975,0.018957345971563982,0.018957345971563982,0.004739336492890996,0.0,0.014218009478672985,0.002369668246445498,0.0,0.0071090047393364926,0.0,0.002369668246445498,0.0,0.002369668246445498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04265402843601896,0.0,0.011848341232227487
STAR_A_METALLIC,0.0,0.0,0.005555555555555556,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.005555555555555556,0.011111111111111112,0.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.016666666666666666,0.06111111111111111,0.011111111111111112,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.016666666666666666,0.022222222222222223
STAR_B0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.5,0.0,0.030303030303030304,0.015151515151515152,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.22727272727272727,0.0,0.0
STAR_B1,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013392857142857142,0.004464285714285714,0.03125,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.7633928571428571,0.017857142857142856,0.008928571428571428,0.0,0.004464285714285714,0.0,0.004464285714285714,0.026785714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.004464285714285714
STAR_B2_B2_5,0.0,0.0,0.0,0.06015037593984962,0.0,0.0,0.0,0.0,0.007518796992481203,0.03007518796992481,0.0,0.0,0.0,0.05263157894736842,0.0,0.022556390977443608,0.03007518796992481,0.0,0.007518796992481203,0.0,0.007518796992481203,0.0,0.015037593984962405,0.05263157894736842,0.5413533834586466,0.03759398496240601,0.045112781954887216,0.007518796992481203,0.015037593984962405,0.0,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.007518796992481203,0.0,0.022556390977443608
STAR_B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.0,0.014492753623188406,0.036231884057971016,0.0,0.0,0.0,0.050724637681159424,0.0,0.007246376811594203,0.043478260869565216,0.057971014492753624,0.5434782608695652,0.036231884057971016,0.014492753623188406,0.0,0.0,0.07246376811594203,0.007246376811594203,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.014492753623188406
STAR_B5,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.005747126436781609,0.08045977011494253,0.08620689655172414,0.028735632183908046,0.005747126436781609,0.0,0.011494252873563218,0.005747126436781609,0.0,0.0,0.017241379310344827,0.028735632183908046,0.0,0.4827586206896552,0.05172413793103448,0.011494252873563218,0.0,0.0,0.13793103448275862,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.017241379310344827,0.0
STAR_B8,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.029197080291970802,0.021897810218978103,0.0072992700729927005,0.021897810218978103,0.0,0.0,0.0,0.0,0.0,0.029197080291970802,0.0072992700729927005,0.051094890510948905,0.0,0.014598540145985401,0.7226277372262774,0.029197080291970802,0.0,0.0,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0072992700729927005
