n_per_class,method,seed,accuracy
50,qsvm_projected,3,0.509387
50,qsvm_projected,4,0.455569
50,qsvm_projected,5,0.501877
50,qsvm_projected,6,0.540676
50,qsvm_projected,7,0.554443
100,classical_rbf,0,0.694618
100,classical_rbf,1,0.678348
100,classical_rbf,2,0.660826
100,classical_rbf,3,0.685857
100,classical_rbf,4,0.683354
100,classical_rbf,5,0.680851
100,classical_rbf,6,0.694618
100,classical_rbf,7,0.688360
100,qsvm_fidelity,0,0.658323
100,qsvm_fidelity,1,0.667084
100,qsvm_fidelity,2,0.683354
100,qsvm_fidelity,3,0.690864
100,qsvm_fidelity,4,0.687109
100,qsvm_fidelity,5,0.680851
100,qsvm_fidelity,6,0.695870
100,qsvm_fidelity,7,0.670839
100,qsvm_projected,0,0.510638
100,qsvm_projected,1,0.583229
100,qsvm_projected,2,0.563204
100,qsvm_projected,3,0.565707
100,qsvm_projected,4,0.589487
100,qsvm_projected,5,0.558198
100,qsvm_projected,6,0.593242
100,qsvm_projected,7,0.524406
200,classical_rbf,0,0.727159
200,classical_rbf,1,0.739675
200,classical_rbf,2,0.720901
200,classical_rbf,3,0.748436
200,classical_rbf,4,0.718398
200,classical_rbf,5,0.742178
200,classical_rbf,6,0.722153
200,classical_rbf,7,0.733417
200,qsvm_fidelity,0,0.707134
200,qsvm_fidelity,1,0.715895
200,qsvm_fidelity,2,0.710889
200,qsvm_fidelity,3,0.713392
200,qsvm_fidelity,4,0.687109
200,qsvm_fidelity,5,0.698373
200,qsvm_fidelity,6,0.712140
200,qsvm_fidelity,7,0.728411
200,qsvm_projected,0,0.615770
200,qsvm_projected,1,0.590738
200,qsvm_projected,2,0.593242
200,qsvm_projected,3,0.571965
200,qsvm_projected,4,0.589487
200,qsvm_projected,5,0.613267
200,qsvm_projected,6,0.605757
200,qsvm_projected,7,0.620776
